Name,Star,Number,AREA,URL
The Temptation Vasco - 24x7 Complete Food Shop,4.0,2300,Vasco da Gama,https://www.google.com/maps/search/The+Temptation+Vasco+-+24x7+Complete+Food+Shop+Vasco+da+Gama
The Pier - Seaside Bistro,4.2,501,Vasco da Gama,https://www.google.com/maps/search/The+Pier+-+Seaside+Bistro+Vasco+da+Gama
"Pizza Hut | Vasco Da Gama, Goa",4.7,1000,Vasco da Gama,https://www.google.com/maps/search/Pizza+Hut+%7C+Vasco+Da+Gama%2C+Goa+Vasco+da+Gama
New Punjab,3.7,239,Vasco da Gama,https://www.google.com/maps/search/New+Punjab+Vasco+da+Gama
Chaat Di Hatti,4.2,356,Vasco da Gama,https://www.google.com/maps/search/Chaat+Di+Hatti+Vasco+da+Gama
New Alankar Restaurant,4.0,634,Vasco da Gama,https://www.google.com/maps/search/New+Alankar+Restaurant+Vasco+da+Gama
Udupi Hotel Pure Vegetarian,3.9,1100,Vasco da Gama,https://www.google.com/maps/search/Udupi+Hotel+Pure+Vegetarian+Vasco+da+Gama
Ashoka Classic Bar & Restaurant,3.9,544,Vasco da Gama,https://www.google.com/maps/search/Ashoka+Classic+Bar+%26+Restaurant+Vasco+da+Gama
The Vasco Inn,3.8,180,Vasco da Gama,https://www.google.com/maps/search/The+Vasco+Inn+Vasco+da+Gama
Wow! Momo,4.3,557,Vasco da Gama,https://www.google.com/maps/search/Wow%21+Momo+Vasco+da+Gama
GRAB & GO,4.3,165,Vasco da Gama,https://www.google.com/maps/search/GRAB+%26+GO+Vasco+da+Gama
Kitchen 77 By S Cube,4.7,30,Vasco da Gama,https://www.google.com/maps/search/Kitchen+77+By+S+Cube+Vasco+da+Gama
The Rooster,4.2,891,Vasco da Gama,https://www.google.com/maps/search/The+Rooster+Vasco+da+Gama
Spice Oasis,3.8,126,Vasco da Gama,https://www.google.com/maps/search/Spice+Oasis+Vasco+da+Gama
Prime Kitchen,4.0,233,Vasco da Gama,https://www.google.com/maps/search/Prime+Kitchen+Vasco+da+Gama
PREETAM BAR & RESTAURANT,3.9,91,Vasco da Gama,https://www.google.com/maps/search/PREETAM+BAR+%26+RESTAURANT+Vasco+da+Gama
fat chef (Vasco),3.6,82,Vasco da Gama,https://www.google.com/maps/search/fat+chef+%28Vasco%29+Vasco+da+Gama
"Varuna, Sailors Institute",4.3,179,Vasco da Gama,https://www.google.com/maps/search/Varuna%2C+Sailors+Institute+Vasco+da+Gama
Hotel Jai Hind - Authentic Indian restaurant in Vasco,3.5,360,Vasco da Gama,https://www.google.com/maps/search/Hotel+Jai+Hind+-+Authentic+Indian+restaurant+in+Vasco+Vasco+da+Gama
La Classic Restaurant,4.3,63,Vasco da Gama,https://www.google.com/maps/search/La+Classic+Restaurant+Vasco+da+Gama
ANNA BEACH SHACK,4.4,43,Vasco da Gama,https://www.google.com/maps/search/ANNA+BEACH+SHACK+Vasco+da+Gama
FRIEND’S CORNER,4.2,467,Vasco da Gama,https://www.google.com/maps/search/FRIEND%E2%80%99S+CORNER+Vasco+da+Gama
Ricon Classic Restaurant,4.4,19,Vasco da Gama,https://www.google.com/maps/search/Ricon+Classic+Restaurant+Vasco+da+Gama
NAMASTE VASCO RESTAURANT,5.0,20,Vasco da Gama,https://www.google.com/maps/search/NAMASTE+VASCO+RESTAURANT+Vasco+da+Gama
ChaNik Xitt Khoddi Restaurant,4.8,86,Vasco da Gama,https://www.google.com/maps/search/ChaNik+Xitt+Khoddi+Restaurant+Vasco+da+Gama
Vascoda Gama,4.8,6,Vasco da Gama,https://www.google.com/maps/search/Vascoda+Gama+Vasco+da+Gama
Dosa Corner Restaurant,4.4,38,Vasco da Gama,https://www.google.com/maps/search/Dosa+Corner+Restaurant+Vasco+da+Gama
More Goan,4.5,4,Vasco da Gama,https://www.google.com/maps/search/More+Goan+Vasco+da+Gama
FISH HOUSE Goan Sea Food Restaurant,3.8,62,Vasco da Gama,https://www.google.com/maps/search/FISH+HOUSE+Goan+Sea+Food+Restaurant+Vasco+da+Gama
Shree shyama the restaurant and chats,4.6,10,Vasco da Gama,https://www.google.com/maps/search/Shree+shyama+the+restaurant+and+chats+Vasco+da+Gama
The Belgian Waffle Co,4.2,27,Vasco da Gama,https://www.google.com/maps/search/The+Belgian+Waffle+Co+Vasco+da+Gama
Khana Khazana Restaurant,4.3,11,Vasco da Gama,https://www.google.com/maps/search/Khana+Khazana+Restaurant+Vasco+da+Gama
Goody Land,4.0,146,Vasco da Gama,https://www.google.com/maps/search/Goody+Land+Vasco+da+Gama
Regency Restaurant,3.7,41,Vasco da Gama,https://www.google.com/maps/search/Regency+Restaurant+Vasco+da+Gama
Royal Darbar,4.2,27,Vasco da Gama,https://www.google.com/maps/search/Royal+Darbar+Vasco+da+Gama
Kamakshi Restaurant (K R Restaurant),3.6,10,Vasco da Gama,https://www.google.com/maps/search/Kamakshi+Restaurant+%28K+R+Restaurant%29+Vasco+da+Gama
Kashi Dairy veg restaurant,3.8,926,Vasco da Gama,https://www.google.com/maps/search/Kashi+Dairy+veg+restaurant+Vasco+da+Gama
Udupi Shree Krishna Pure Veg Restaurant,3.9,27,Vasco da Gama,https://www.google.com/maps/search/Udupi+Shree+Krishna+Pure+Veg+Restaurant+Vasco+da+Gama
Prabhat Restaurant,3.6,152,Vasco da Gama,https://www.google.com/maps/search/Prabhat+Restaurant+Vasco+da+Gama
Bar O Bogda,4.5,26,Vasco da Gama,https://www.google.com/maps/search/Bar+O+Bogda+Vasco+da+Gama
Snackers stop,4.2,171,Vasco da Gama,https://www.google.com/maps/search/Snackers+stop+Vasco+da+Gama
Mumma's Kitchen,4.5,28,Vasco da Gama,https://www.google.com/maps/search/Mumma%27s+Kitchen+Vasco+da+Gama
The Waffle Bar,4.0,212,Vasco da Gama,https://www.google.com/maps/search/The+Waffle+Bar+Vasco+da+Gama
City Shack,3.9,39,Vasco da Gama,https://www.google.com/maps/search/City+Shack+Vasco+da+Gama
Kurtikar Bar & Restaurant,4.1,283,Vasco da Gama,https://www.google.com/maps/search/Kurtikar+Bar+%26+Restaurant+Vasco+da+Gama
New Mangalore Bar And Restaurant Vasco,4.5,13,Vasco da Gama,https://www.google.com/maps/search/New+Mangalore+Bar+And+Restaurant+Vasco+Vasco+da+Gama
Sweet N Sour Restaurant,3.6,16,Vasco da Gama,https://www.google.com/maps/search/Sweet+N+Sour+Restaurant+Vasco+da+Gama
Viva carnival bar & restaurant,4.9,12,Vasco da Gama,https://www.google.com/maps/search/Viva+carnival+bar+%26+restaurant+Vasco+da+Gama
Damodar Restaurant,3.7,79,Vasco da Gama,https://www.google.com/maps/search/Damodar+Restaurant+Vasco+da+Gama
Vasco Cafe,4.9,14,Vasco da Gama,https://www.google.com/maps/search/Vasco+Cafe+Vasco+da+Gama
Suchita's lake view restaurant,4.1,9,Vasco da Gama,https://www.google.com/maps/search/Suchita%27s+lake+view+restaurant+Vasco+da+Gama
Sandy's family restaurant with bar,4.7,3,Vasco da Gama,https://www.google.com/maps/search/Sandy%27s+family+restaurant+with+bar+Vasco+da+Gama
DRAGON PANDA,3.9,413,Vasco da Gama,https://www.google.com/maps/search/DRAGON+PANDA+Vasco+da+Gama
Anthony Bar & Restaurant (Steve's Corner),4.4,22,Vasco da Gama,https://www.google.com/maps/search/Anthony+Bar+%26+Restaurant+%28Steve%27s+Corner%29+Vasco+da+Gama
Top Notch Restaurant and Cheers Pub,4.4,139,Vasco da Gama,https://www.google.com/maps/search/Top+Notch+Restaurant+and+Cheers+Pub+Vasco+da+Gama
The HQ,4.1,2100,Vasco da Gama,https://www.google.com/maps/search/The+HQ+Vasco+da+Gama
Franky's Bar n Restaurant,3.8,25,Vasco da Gama,https://www.google.com/maps/search/Franky%27s+Bar+n+Restaurant+Vasco+da+Gama
Balakrishna mini Restaurant,4.7,6,Vasco da Gama,https://www.google.com/maps/search/Balakrishna+mini+Restaurant+Vasco+da+Gama
R.S.Restaurant & Fastfood,3.6,86,Vasco da Gama,https://www.google.com/maps/search/R.S.Restaurant+%26+Fastfood+Vasco+da+Gama
Big Tawa,3.2,17,Vasco da Gama,https://www.google.com/maps/search/Big+Tawa+Vasco+da+Gama
Anand Bar and Restaurant,3.6,15,Vasco da Gama,https://www.google.com/maps/search/Anand+Bar+and+Restaurant+Vasco+da+Gama
Fantasia Bar & Restaurant,4.5,11,Vasco da Gama,https://www.google.com/maps/search/Fantasia+Bar+%26+Restaurant+Vasco+da+Gama
Hotel Rabbani,3.9,29,Vasco da Gama,https://www.google.com/maps/search/Hotel+Rabbani+Vasco+da+Gama
Islamia Restaurant,3.6,15,Vasco da Gama,https://www.google.com/maps/search/Islamia+Restaurant+Vasco+da+Gama
The 1969 kamakshi coldrink house and fastfood- Best restaurant in baina,4.8,13,Vasco da Gama,https://www.google.com/maps/search/The+1969+kamakshi+coldrink+house+and+fastfood-+Best+restaurant+in+baina+Vasco+da+Gama
Navy Holiday Home,4.1,34,Vasco da Gama,https://www.google.com/maps/search/Navy+Holiday+Home+Vasco+da+Gama
Hanan Bar & Restaurant,4.2,21,Vasco da Gama,https://www.google.com/maps/search/Hanan+Bar+%26+Restaurant+Vasco+da+Gama
Bhosle Cafeteria Veg & Non - Veg,4.0,32,Vasco da Gama,https://www.google.com/maps/search/Bhosle+Cafeteria+Veg+%26+Non+-+Veg+Vasco+da+Gama
Aakansha Fast Food,3.2,47,Vasco da Gama,https://www.google.com/maps/search/Aakansha+Fast+Food+Vasco+da+Gama
1930 Vasco,4.1,1400,Vasco da Gama,https://www.google.com/maps/search/1930+Vasco+Vasco+da+Gama
City Burger,3.7,152,Vasco da Gama,https://www.google.com/maps/search/City+Burger+Vasco+da+Gama
Gurudev Restaurant,4.4,5,Vasco da Gama,https://www.google.com/maps/search/Gurudev+Restaurant+Vasco+da+Gama
Swad Restaurant,3.1,15,Vasco da Gama,https://www.google.com/maps/search/Swad+Restaurant+Vasco+da+Gama
Vasco D Gama Family Resto,4.8,12,Vasco da Gama,https://www.google.com/maps/search/Vasco+D+Gama+Family+Resto+Vasco+da+Gama
Rego Bar & Restaurant,3.7,33,Vasco da Gama,https://www.google.com/maps/search/Rego+Bar+%26+Restaurant+Vasco+da+Gama
Gavthi Kud,4.9,8,Vasco da Gama,https://www.google.com/maps/search/Gavthi+Kud+Vasco+da+Gama
Joet’s Guest House,4.2,323,Vasco da Gama,https://www.google.com/maps/search/Joet%E2%80%99s+Guest+House+Vasco+da+Gama
Cremeux - Vasco,3.8,281,Vasco da Gama,https://www.google.com/maps/search/Cremeux+-+Vasco+Vasco+da+Gama
Casa Goenkar Food Truck,4.5,22,Vasco da Gama,https://www.google.com/maps/search/Casa+Goenkar+Food+Truck+Vasco+da+Gama
Leads Vasant Vihar,3.5,24,Vasco da Gama,https://www.google.com/maps/search/Leads+Vasant+Vihar+Vasco+da+Gama
Hungry Mack Udupi Refreshment,3.7,20,Vasco da Gama,https://www.google.com/maps/search/Hungry+Mack+Udupi+Refreshment+Vasco+da+Gama
CMD - Chandrabhan Milk Dairy & Restaurant,3.7,68,Vasco da Gama,https://www.google.com/maps/search/CMD+-+Chandrabhan+Milk+Dairy+%26+Restaurant+Vasco+da+Gama
Leena Restaurant & Fast Food,3.6,69,Vasco da Gama,https://www.google.com/maps/search/Leena+Restaurant+%26+Fast+Food+Vasco+da+Gama
Tarvoti fine dining restaurant,3.9,9,Vasco da Gama,https://www.google.com/maps/search/Tarvoti+fine+dining+restaurant+Vasco+da+Gama
Domino's Pizza,3.8,1800,Vasco da Gama,https://www.google.com/maps/search/Domino%27s+Pizza+Vasco+da+Gama
Tilak Maidan Canteen,4.0,3,Vasco da Gama,https://www.google.com/maps/search/Tilak+Maidan+Canteen+Vasco+da+Gama
Khardeshwar Gujrat Hotel,4.1,18,Vasco da Gama,https://www.google.com/maps/search/Khardeshwar+Gujrat+Hotel+Vasco+da+Gama
Summer Sandy Beach Shack,5.0,10,Vasco da Gama,https://www.google.com/maps/search/Summer+Sandy+Beach+Shack+Vasco+da+Gama
Vasco da Gama,4.3,360,Vasco da Gama,https://www.google.com/maps/search/Vasco+da+Gama+Vasco+da+Gama
Mahalaxmi Fast Food,3.7,42,Vasco da Gama,https://www.google.com/maps/search/Mahalaxmi+Fast+Food+Vasco+da+Gama
Hotel Z Square,3.5,845,Vasco da Gama,https://www.google.com/maps/search/Hotel+Z+Square+Vasco+da+Gama
Hill Top Fast Food,4.3,3,Vasco da Gama,https://www.google.com/maps/search/Hill+Top+Fast+Food+Vasco+da+Gama
Prince Bar & Restaurant,3.8,5,Vasco da Gama,https://www.google.com/maps/search/Prince+Bar+%26+Restaurant+Vasco+da+Gama
Sai Ashirwad Family Bar & Restaurant,3.6,19,Vasco da Gama,https://www.google.com/maps/search/Sai+Ashirwad+Family+Bar+%26+Restaurant+Vasco+da+Gama
Restaurante Vasco Da Gama,4.3,147,Vasco da Gama,https://www.google.com/maps/search/Restaurante+Vasco+Da+Gama+Vasco+da+Gama
Hotel Southern Special,4.4,5,Vasco da Gama,https://www.google.com/maps/search/Hotel+Southern+Special+Vasco+da+Gama
New Banarasi dairy & Restaurant,3.5,10,Vasco da Gama,https://www.google.com/maps/search/New+Banarasi+dairy+%26+Restaurant+Vasco+da+Gama
Shree Sundha Bhel Puri Centre,3.9,52,Vasco da Gama,https://www.google.com/maps/search/Shree+Sundha+Bhel+Puri+Centre+Vasco+da+Gama
Krishna Chat,4.4,7,Vasco da Gama,https://www.google.com/maps/search/Krishna+Chat+Vasco+da+Gama
House Of Candy,1.9,10,Vasco da Gama,https://www.google.com/maps/search/House+Of+Candy+Vasco+da+Gama
Royal Foods Vaddem,3.2,11,Vasco da Gama,https://www.google.com/maps/search/Royal+Foods+Vaddem+Vasco+da+Gama
Hotel Kelkar,5.0,2,Vasco da Gama,https://www.google.com/maps/search/Hotel+Kelkar+Vasco+da+Gama
Hotel Gladstone,3.4,269,Vasco da Gama,https://www.google.com/maps/search/Hotel+Gladstone+Vasco+da+Gama
Shirodkar Bar And Restaurant,1.0,1,Vasco da Gama,https://www.google.com/maps/search/Shirodkar+Bar+And+Restaurant+Vasco+da+Gama
Ambat Tik,4.5,107,Vasco da Gama,https://www.google.com/maps/search/Ambat+Tik+Vasco+da+Gama
Ori- The HQ,4.3,7,Vasco da Gama,https://www.google.com/maps/search/Ori-+The+HQ+Vasco+da+Gama
Piknik Bar & Restaurant,3.8,17,Vasco da Gama,https://www.google.com/maps/search/Piknik+Bar+%26+Restaurant+Vasco+da+Gama
Food Corner,4.8,5,Vasco da Gama,https://www.google.com/maps/search/Food+Corner+Vasco+da+Gama
Chefs the take away,4.3,3,Vasco da Gama,https://www.google.com/maps/search/Chefs+the+take+away+Vasco+da+Gama
Sugar and Spice,4.0,1,Vasco da Gama,https://www.google.com/maps/search/Sugar+and+Spice+Vasco+da+Gama
SANDHYA CAFE,3.1,9,Vasco da Gama,https://www.google.com/maps/search/SANDHYA+CAFE+Vasco+da+Gama
